city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
Архангельск,3224371,100000,full,fullDay,between1And3,,21.482
Прокопьевск,1409206,25000,full,fullDay,between1And3,,17.256
unknown,582907,1000,full,fullDay,noExperience,,20.49
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
Архангельск,3224371,80000,full,flyInFlyOut,noExperience,,21.482
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
unknown,76377,39000,full,flyInFlyOut,between1And3,,10.315 10.258 29.588 18.153
Челябинск,4461412,20000,full,fullDay,between1And3,,18.752
Барнаул,4030907,28000,full,fullDay,noExperience,,17.231 17.24 21.506
unknown,1053490,30000,full,fullDay,between1And3,,17.242 17.149
unknown,1053490,30000,full,fullDay,between1And3,,17.242 17.149
Орловский район,4368770,30000,full,fullDay,between1And3,,21.17 21.136 9.307
unknown,1276,27100,full,flexible,noExperience,,17.256 17.231
,1030371,30000,full,shift,between3And6,,21.17 21.482
Архангельск,3224371,100000,full,fullDay,between1And3,,21.482
unknown,149191,30000,full,fullDay,between1And3,,21.482
Челябинск,4461412,40000,full,fullDay,between1And3,,18.752
unknown,750097,180000,full,fullDay,between3And6,,2.43 2.164 2.261
Казань,1496365,40000,full,fullDay,between1And3,,20.445
Екатеринбург,1860852,85000,full,flyInFlyOut,between3And6,,20.83
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
unknown,3899204,38500,full,flyInFlyOut,noExperience,,29.545
Архангельск,3224371,80000,full,flyInFlyOut,noExperience,,21.482 4.52
Архангельск,3224371,80000,full,flyInFlyOut,noExperience,,21.482 4.52
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
unknown,196621,21800,full,fullDay,noExperience,,17.302 17.183 17.231 17.52
село Александровка,792666,35000,full,fullDay,between1And3,,1.221 1.11 1.82
село Иглино,1942330,27500,full,fullDay,between1And3,,17.256 17.231 17.535
село Иглино,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,2269943,50000,full,fullDay,noExperience,,17.231
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348 18.263
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
unknown,152065,100000,full,fullDay,between1And3,,18.348
Московская область,1126192,50000,full,fullDay,between3And6,,29.558 18.143
Московская область,1126192,70000,full,fullDay,between3And6,,18.143
Московская область,1126192,40000,full,shift,between1And3,,18.143 7.503
Барнаул,3016319,20000,full,fullDay,noExperience,,15.308
Московская область,1126192,70000,full,fullDay,between3And6,,18.143
unknown,2578524,40000,full,fullDay,noExperience,,7.222 17.15 17.196 17.183 17.538 15.389
unknown,2269943,50000,full,fullDay,noExperience,,17.231
Богатырево,815883,900,full,fullDay,between1And3,,17.256 17.183 17.44 17.52
unknown,609089,27000,full,fullDay,between1And3,,4.127 4.52 7.392
Балаково,145779,8000,part,fullDay,between1And3,,22.491 22.204
Миасс,3182591,50000,full,fullDay,between3And6,,17.334 21.17 21.136 18.354
Минск,1252648,350,full,fullDay,noExperience,,22.204 4.494 15.313
Москва,3856313,37200,full,fullDay,between1And3,,17.334 17.66 17.196 17.149
unknown,2643570,28000,full,fullDay,between1And3,,20.445
Бийск,2640315,19000,full,fullDay,noExperience,,29.515
Москва,1441232,40000,full,fullDay,between1And3,,4.332
unknown,3949614,1200,full,fullDay,between3And6,,20.189 20.287
Балаково,145779,19500,full,shift,noExperience,,29.495
unknown,1416424,40000,full,fullDay,between1And3,,13.432 18.81 18.118
Шахунья,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535
Курган,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Кострома,1054427,25000,full,fullDay,between1And3,,17.112 17.149 1.225 3.148
Омск,1551041,24000,full,fullDay,between1And3,,18.142 18.174 18.81 18.404 18.488 18.153
Ростов-на-Дону,3162919,13000,full,shift,noExperience,,8.77 8.202
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
Новосибирск,549399,25000,part,shift,between1And3,,18.348 18.208 18.339 18.118 10.191 10.472
Санкт-Петербург,3379518,60000,full,fullDay,between3And6,,29.511
unknown,540323,250000,full,fullDay,moreThan6,,2.43 2.335 2.164 2.468 2.249 5.42
Сочи,206840,30000,full,fullDay,between1And3,,3.236 3.209 3.148 3.15 3.23 3.8
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
Минск,745391,1500,full,fullDay,between1And3,,2.43 2.463 2.469 2.343
Москва,3304990,65000,full,fullDay,between1And3,,18.142 20.287 20.49 26.439
деревня Фёдоровское,1833785,60000,full,fullDay,between1And3,,20.525 20.528 20.49
Архангельск,562763,40000,full,fullDay,between1And3,,29.517
поселок городского типа Юргамыш,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Тюмень,4588010,25000,full,fullDay,noExperience,,3.509 17.334 17.623 17.66 17.196 17.149
Петухово,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Кострома,1054427,35000,full,fullDay,between1And3,,21.482 4.52
Пенза,42698,25000,full,fullDay,between1And3,,18.142 18.16 18.81 18.568
unknown,3776,26000,full,shift,noExperience,,3.508 4.47 4.278 1.225 12.18 15.389
unknown,3776,26000,full,shift,noExperience,,3.508 4.47 4.278 1.225 12.18 15.389
unknown,1012740,400,full,shift,noExperience,,17.256
unknown,540323,150000,full,fullDay,between3And6,,2.43 2.335 2.464 2.337 2.164 2.469
unknown,3148,25000,full,shift,between1And3,,21.563 21.564
Новороссийск,3191484,25000,full,shift,noExperience,,8.202
Санкт-Петербург,646560,59000,full,fullDay,moreThan6,,13.587 13.131 19.147 19.586
unknown,1099090,80000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,80000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,80000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
unknown,1099090,80000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.752 18.153 29.511
Далматово,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,4023,55000,full,fullDay,between1And3,,5.219 5.224 5.21 5.371 5.106
unknown,976809,120000,full,fullDay,between3And6,,7.222
Куран,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Минск,1933751,350,part,flexible,noExperience,,15.389 17.183 17.538
село Иковка,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,2507171,50000,full,fullDay,between1And3,,21.17 21.482 21.136 21.506 4.52
деревня Жуковка,103351,90000,full,flyInFlyOut,between1And3,,14.6 14.364 14.217
Курган,1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Алматы,2815298,180000,full,fullDay,between3And6,,20.83 18.57
,4092366,32000,full,fullDay,noExperience,,29.556
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
Санкт-Петербург,671529,40000,full,shift,noExperience,,24.379 24.378 4.332 15.388
Чебоксары,3183603,25000,full,fullDay,noExperience,,4.429 4.47 4.264 23.182 23.214 23.362
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.153 29.162 29.553
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.153 29.162 29.553
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.153 29.162 29.553
unknown,1099090,70000,full,flyInFlyOut,between3And6,,18.13 18.142 18.19 18.153 29.162 29.553
unknown,1480247,50000,full,flyInFlyOut,between1And3,,10.191 21.482 4.52
Оренбург,3873653,30000,full,fullDay,between3And6,,18.29
Новосибирск,2340627,55000,full,fullDay,between1And3,,20.528
Нижний Новгород,938479,40000,full,fullDay,noExperience,,7.267 7.14
Москва,1099821,35000,full,fullDay,between1And3,,2.43 2.463 2.469 5.42
Самара,1745735,22564,project,fullDay,between1And3,,27.499
Батайск,3766554,75000,full,fullDay,between3And6,,13.49
Ростов-на-Дону,3563764,30000,full,fullDay,between1And3,,26.437
Санкт-Петербург,3710252,65000,full,fullDay,between1And3,,17.443 17.242 17.324
Ижевск,3480093,20000,full,fullDay,between1And3,,13.155
Нижний Новгород,1057362,30000,full,shift,noExperience,,22.491 15.237 18.208
unknown,3145663,12130,full,shift,noExperience,,8.202
Московская область,1126192,70000,full,fullDay,between3And6,,18.143
Великий Новгород,2748,22000,full,shift,noExperience,,1.172 1.211 1.295 1.89
Минск,3498745,300,full,fullDay,noExperience,,22.175 22.193 15.313
unknown,9295,60000,full,shift,between1And3,,21.563 21.564
unknown,9295,60000,full,shift,between1And3,,21.563 21.564
unknown,1299757,950,full,shift,between3And6,,17.256 17.149 17.183 17.535 17.52 2.102
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
поселок Мокрый Батай,141560,30000,full,fullDay,between1And3,,17.301 17.15 17.242 17.306 17.418 7.222
Саранск,214154,50000,full,fullDay,between1And3,,7.267 7.566 7.392
unknown,3485742,60000,full,flyInFlyOut,between1And3,,18.142 18.16 18.153
unknown,3485742,60000,full,flyInFlyOut,between1And3,,18.142 18.153
unknown,3485742,60000,full,flyInFlyOut,between1And3,,18.142 18.153
unknown,1099821,35000,full,fullDay,between1And3,,2.43 2.463 2.469 5.42
Челябинск,3182591,23000,full,fullDay,noExperience,,17.334
Екатеринбург,4352,52750,full,fullDay,between1And3,,20.396 20.287 20.83 20.755 20.325
Мантурово,478,55000,full,fullDay,between1And3,,18.404 18.118 18.488
unknown,3181840,80000,full,flyInFlyOut,between3And6,,20.287
unknown,3181840,80000,full,flyInFlyOut,between3And6,,20.287
unknown,3181840,80000,full,flyInFlyOut,between3And6,,20.287
Екатеринбург,2913001,30000,full,fullDay,noExperience,,18.81 18.13 16.194
unknown,3639884,40000,part,flexible,between1And3,,13.587
Тверь,4483133,45000,full,fullDay,between3And6,,20.287 20.83 20.387 20.186
Магнитогорск,2848739,12000,part,flexible,noExperience,,6.319
Минск,1243701,800,full,fullDay,between1And3,,21.48 21.136 21.506
Челябинск,1743758,30000,full,fullDay,noExperience,,13.748
Екатеринбург,2913001,35000,full,fullDay,between3And6,,20.525 20.573 20.484
unknown,1583080,18000,full,shift,between1And3,,21.176 21.17 21.481
unknown,3181840,80000,full,flyInFlyOut,between3And6,,20.287
Новосибирск,641905,25000,full,shift,between1And3,,18.142 29.162 29.553
unknown,4597226,40000,full,remote,noExperience,,21.136
unknown,3639884,20000,full,shift,noExperience,,4.255 13.433
,1301905,40000,full,fullDay,between1And3,,20.287 20.233
unknown,746909,200,part,shift,noExperience,,3.151
unknown,151459,35000,full,flexible,between3And6,,17.302 17.256 17.66 17.183 17.52
Московская область,1126192,40000,full,shift,between1And3,,18.143 7.503
Иркутск,2865585,25000,full,fullDay,between1And3,,21.482 21.275 21.564 21.136
unknown,3181840,90000,full,fullDay,between3And6,,20.287
unknown,4024378,50000,full,remote,between1And3,,17.256 17.242 17.306 17.196 17.324
Саратов,4073,30000,full,fullDay,between3And6,,8.575 18.36
unknown,2321311,1000,full,shift,between1And3,,18.75 18.84 18.265 18.298 13.49
unknown,2738360,60000,full,flyInFlyOut,between1And3,,18.142 29.511 29.553
unknown,4235485,350,full,fullDay,between1And3,,18.143
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
unknown,59450,65000,full,fullDay,between1And3,,20.189 20.63 20.387 20.58
деревня Давыдовское,659,33200,full,fullDay,between1And3,,29.495 29.545 29.517 21.563 21.564 21.136
,557929,25000,full,shift,between1And3,,18.84
Иркутск,2805396,50000,full,fullDay,between3And6,,20.445 20.287 20.83 20.233 18.81 18.568
unknown,746909,200,part,shift,noExperience,,3.151
Брест,4291661,375,full,fullDay,noExperience,,22.491 22.204
unknown,3382254,130000,full,fullDay,between1And3,,17.256
unknown,767681,500,project,fullDay,between1And3,,17.231
Иркутск,3410326,60000,full,flexible,noExperience,,13.398 13.131 13.438
Москва,2228656,49000,full,fullDay,between1And3,,29.545 29.517 21.563 21.564
unknown,3270690,80000,full,fullDay,between1And3,,18.143
unknown,4102089,35000,full,shift,noExperience,,8.202
Ленинск-Кузнецкий,1942330,35310,full,fullDay,between1And3,,17.256 17.231 17.535
Мантурово,478,15000,probation,fullDay,noExperience,,15.237 18.13
unknown,3485742,60000,full,flyInFlyOut,between1And3,,18.142 18.16 18.153
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
г Белая Холуница,1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Калининград,846333,50000,full,fullDay,between3And6,,2.261 5.262
Ставрополь,3223824,20000,full,fullDay,noExperience,,17.256 17.183 17.44 17.538 15.389
,203790,40000,full,shift,between3And6,,18.208 18.33
unknown,670876,20000,full,fullDay,between1And3,,17.256 17.535 17.52
Кингисепп,174926,35000,full,shift,noExperience,,18.348 29.556
Калининград,846333,45000,full,fullDay,between3And6,,20.396 20.83 18.354 18.201
unknown,1685100,30000,full,shift,noExperience,,29.495 18.265
Московская область,1126192,70000,full,fullDay,between3And6,,18.143
деревня Марусино,1942330,35000,full,fullDay,between1And3,,17.256
г Элиста,1942330,15000,full,fullDay,noExperience,,17.256
г Элиста,1942330,30000,full,fullDay,between1And3,,17.256
г Элиста,1942330,24624,full,fullDay,between1And3,,17.256
г Элиста,1942330,15000,full,fullDay,noExperience,,17.256
деревня Большой Тростенец,1195446,500,full,fullDay,noExperience,,17.256 17.66 3.151
Санкт-Петербург,3291617,50000,full,fullDay,moreThan6,,20.287
unknown,3267643,800,full,fullDay,between1And3,,7.267 7.565 7.503 29.51 29.162 29.552
Санкт-Петербург,1742965,25000,full,shift,between1And3,,29.556
Уфа,2789165,20000,full,fullDay,noExperience,,15.96 15.313 22.193
Пермь,39305,22000,full,fullDay,noExperience,,17.52
unknown,2848645,2000,full,fullDay,between1And3,,21.482
,1741210,60000,full,fullDay,between3And6,,2.43 2.335 2.463 2.337 2.469 5.42
Невинномысск,2954361,20000,full,fullDay,noExperience,,21.563 21.564
Минск,784742,900,full,fullDay,between3And6,,18.208 18.81 18.118
unknown,665449,25000,full,fullDay,noExperience,,17.256 17.535 17.52
Москва,1975002,90000,full,fullDay,between3And6,,20.325 20.233
unknown,1256705,115000,full,fullDay,noExperience,,13.128 13.49
посёлок Лисий Нос,657458,30000,full,fullDay,between1And3,,21.482
unknown,3485742,60000,full,flyInFlyOut,between1And3,,29.542 29.551
Кирсанов,1820656,15000,full,shift,between1And3,,17.52
Москва,2627440,50000,full,shift,between3And6,,11.62 17.242
unknown,3152355,700,full,shift,noExperience,,17.256 17.535 17.52
Темиртау,2708180,180000,full,fullDay,between3And6,,18.153
unknown,4034387,700,full,fullDay,noExperience,,22.491 22.204 15.313
unknown,3909967,25000,full,flyInFlyOut,noExperience,,29.556 29.588 29.541 29.495 29.512 29.517
Барнаул,1092309,30000,full,fullDay,between3And6,,1.273
Барнаул,1140,60000,full,fullDay,between1And3,,17.397 21.275 21.563 21.136 9.307
unknown,3517384,25000,full,fullDay,noExperience,,4.127 4.52 7.392 15.313
unknown,1583080,25000,full,shift,between1And3,,21.17 21.482
деревня Никольское,29413,32300,full,fullDay,noExperience,,4.429 4.181 2.179 15.388 15.391 15.73
Нижний Новгород,1460352,27000,full,fullDay,noExperience,,2.43 2.463 2.337 2.469 5.42
Казань,3909241,30000,full,fullDay,between1And3,,21.158 21.17 21.481 21.53 21.69 21.136
Ярославль,971924,30000,full,fullDay,between1And3,,4.429 8.461 8.575
Минск,2818295,1000,full,fullDay,noExperience,,20.573 20.2 17.242 17.324 17.149
unknown,2844281,40000,full,fullDay,between1And3,,13.227 13.489
unknown,892060,834,full,shift,noExperience,,29.545
Нижний Новгород,2402405,23500,full,fullDay,noExperience,,21.275 21.564 21.136 29.549
unknown,3474905,40000,full,fullDay,between3And6,,9.238 9.307 18.16 18.81 18.568 18.57
Санкт-Петербург,78961,33000,full,shift,between1And3,,5.219 5.126 5.224 5.371 5.103 5.106
unknown,229409,35000,full,fullDay,between1And3,,21.275 21.563 21.564 21.756 21.136
unknown,179009,35000,full,fullDay,between3And6,,21.17 21.482 21.506
Новокузнецк,2845459,28000,full,fullDay,between1And3,,18.118 18.153
Мурманск,1546209,40000,full,fullDay,noExperience,,21.763
Мантурово,478,15000,probation,fullDay,noExperience,,15.731 15.237
деревня Никольское,29413,32300,full,fullDay,noExperience,,4.429 4.181 14.749 5.177 2.179 15.388
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
Екатеринбург,227442,32000,full,fullDay,between1And3,,29.588 21.275 21.563 21.564
unknown,1834630,180000,full,fullDay,between3And6,,2.43 4.338
unknown,3666640,40000,full,fullDay,between1And3,,2.43
Москва,866666,100000,full,fullDay,between1And3,,1.117 1.296
деревня Новосаратовка,933352,40000,full,fullDay,between1And3,,2.43 2.102
unknown,124,30000,full,fullDay,between1And3,,25.381 25.386 1.27 1.273 1.82
Калуга,2888645,40000,full,fullDay,noExperience,,29.588 29.581 20.445 20.287 20.755 20.186
Москва,13820,48000,full,fullDay,between1And3,,25.386 29.581 1.295 1.89
Актау,1834630,330000,full,fullDay,moreThan6,,2.43 2.463 2.33
Благовещенск,3525703,35000,full,fullDay,between1And3,,17.417 18.29
станица Куринская,3086568,70000,full,fullDay,between3And6,,2.261 5.262
unknown,2214324,800,full,fullDay,noExperience,,21.17
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,4544044,800,full,fullDay,noExperience,,18.348
поселок Зверосовхоз,49357,49300,full,fullDay,between1And3,,29.514
Санкт-Петербург,3124,34000,full,fullDay,between3And6,,29.588 18.245
Брянск,570229,30000,full,fullDay,between1And3,,20.396 20.83 25.381 25.386 18.361
unknown,80,35000,full,fullDay,noExperience,,5.219 5.21 17.443 17.183 17.538
Москва,23712,30000,full,fullDay,noExperience,,17.256 17.183 17.52 13.49 15.389 15.391
unknown,700597,110000,full,flexible,between1And3,,14.6 14.178 14.355 14.217
Калуга,2844281,60000,full,shift,between1And3,,13.398
unknown,2844281,60000,full,shift,between1And3,,13.398
Липецк,1490096,55000,full,fullDay,between3And6,,20.527 20.528 20.83 20.325 20.233 25.386
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
unknown,1710471,80000,full,fullDay,between3And6,,20.525 20.528 20.7 20.375 21.275
Каменск-Шахтинский,2844281,60000,full,shift,between1And3,,13.398
Москва,22596,80000,full,fullDay,moreThan6,,20.83 20.484
unknown,887203,25000,full,fullDay,noExperience,,17.256 17.535 17.52
Белая Калитва,2844281,60000,full,shift,between1And3,,13.398
unknown,3036416,30000,full,flyInFlyOut,between3And6,,29.556 29.495 29.512 18.208 18.752 18.298
Брянск,570229,25000,full,fullDay,between3And6,,20.287 20.527 20.233
Минск,970031,700,full,fullDay,between1And3,,2.44 5.426
unknown,2314392,10000,part,flexible,between3And6,,27.497 27.5 27.533
Таганрог,2844281,60000,full,shift,between1And3,,13.398
unknown,2844281,60000,full,shift,between1And3,,13.398
Мантурово,478,15000,probation,fullDay,noExperience,,15.237
unknown,678852,65000,full,fullDay,between3And6,,29.588 29.514 20.287 20.49
Иннополис,1942330,20000,full,fullDay,between1And3,,17.256 17.231 17.535
Россошь,2844281,60000,full,shift,between1And3,,13.398
Вологда,399,32360,full,fullDay,between1And3,,17.269 17.301 17.333 17.334 17.535 21.17
Саратов,805441,35000,full,fullDay,between3And6,,20.233
Клинцы,2844281,60000,full,shift,between1And3,,13.398
Ярославль,399,35300,full,fullDay,between1And3,,17.333 17.334 17.65 17.66 17.149
Михайловка,2844281,60000,full,shift,between1And3,,13.398
unknown,1612956,30000,full,fullDay,between1And3,,20.396 20.287 17.149 1.327
unknown,4618455,50000,full,fullDay,between1And3,,21.482
Ставрополь,919797,40000,full,fullDay,between1And3,,1.82 17.324 29.581
unknown,2476133,40000,full,flyInFlyOut,noExperience,,21.275 21.564
unknown,28405,25000,full,fullDay,between1And3,,18.354
unknown,750275,150000,full,fullDay,between1And3,,17.242 17.306 17.149
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,1099090,60000,full,flyInFlyOut,between1And3,,18.13 18.142 18.19 18.752 18.153 29.51
unknown,4643284,20000,full,shift,between1And3,,17.52
Ташкент,3714186,2000000,full,fullDay,between3And6,,2.261 5.262
Самара,1745735,45000,full,flexible,between3And6,,13.587
Псков,2741056,12200,full,shift,noExperience,,8.202
Казань,29413,46600,full,fullDay,between1And3,,4.429 4.338 19.43 21.275 21.136
Белгород,4514361,50000,full,fullDay,between3And6,,17.397 17.256 17.196 17.324
,1042006,35000,full,fullDay,between1And3,,7.14 7.222
Сургут,1666741,45000,full,fullDay,between3And6,,17.333 17.334 4.429 4.264 6.319 6.336
Белгород,4514361,25000,full,fullDay,between3And6,,17.397 17.256 17.535 17.52
Минск,2529118,150,part,fullDay,noExperience,,4.494
,1414189,60000,full,fullDay,between1And3,,5.27 5.126 5.371 17.242 17.149
unknown,2984446,45000,full,fullDay,noExperience,,29.556
unknown,917650,35000,full,shift,noExperience,,17.59 17.183 17.52 15.389 2.102
Екатеринбург,4642914,30000,full,fullDay,noExperience,,24.493 17.334
Минск,749919,720,full,shift,noExperience,,22.175
unknown,196621,21000,full,fullDay,noExperience,,17.302 17.256 17.183 17.535 17.52 15.389
Казань,1802167,40000,full,fullDay,between1And3,,2.261 5.262
Петропавловск,2041961,60000,full,fullDay,noExperience,,17.242
Минск,1890233,400,full,fullDay,noExperience,,29.541
Саратов,4934,30000,full,fullDay,noExperience,,17.269 17.149 17.183 17.538 4.181 4.278
Малоярославец,745358,22800,full,fullDay,noExperience,,3.171 3.305 3.151 17.256 17.306 17.535
unknown,1758776,40000,full,fullDay,between1And3,,4.332 17.302 17.66 17.196 17.183 17.231
Почеп,196621,19500,full,fullDay,noExperience,,29.495
unknown,1771924,60000,full,fullDay,between1And3,,17.397 17.302 17.256 17.242 17.306
unknown,1771924,60000,full,fullDay,between1And3,,17.397 17.302 17.256 17.242 17.306
unknown,3036416,37000,full,flyInFlyOut,noExperience,,29.512 29.545 21.564
,988078,50000,full,fullDay,between1And3,,29.549
unknown,917650,30000,full,shift,noExperience,,17.59 17.183 17.52 15.389 2.102
unknown,1049556,36000,full,fullDay,noExperience,,5.219 5.224 17.242
unknown,1049556,36000,full,fullDay,noExperience,,5.219 5.224 17.242
Нижний Новгород,3982180,35000,full,shift,between3And6,,21.17 21.482 21.136
Белгород,399,27000,full,fullDay,between1And3,,4.47 21.176 17.149 2.102
unknown,2177050,60000,full,fullDay,between1And3,,17.302
unknown,1148044,55000,full,remote,between1And3,,6.319 9.321 9.226 17.242 17.196 17.324
unknown,1658415,22000,full,fullDay,between1And3,,5.219 5.126 5.224 5.177 17.623 17.242
unknown,2476133,38500,full,shift,noExperience,,18.208
Якутск,402,25000,part,remote,noExperience,,17.242 12.18 15.389 15.391
Минск,2830003,700,full,fullDay,between3And6,,17.418 17.196
,1417,48700,full,flyInFlyOut,between1And3,,21.563 21.564
unknown,49357,23800,full,fullDay,between1And3,,17.231
Стерлитамак,825418,20000,full,fullDay,between1And3,,18.265
unknown,1031996,40000,full,fullDay,between1And3,,20.755
unknown,1031996,40000,full,flyInFlyOut,between1And3,,20.755
Москва,1628444,50000,full,fullDay,between1And3,,17.242 17.196 17.149 17.44 17.538
unknown,2375678,800,full,shift,between1And3,,7.267 7.455 7.503 7.392 29.51
unknown,2301827,52000,full,fullDay,between3And6,,17.196 17.324
Ливны,196621,19500,full,fullDay,noExperience,,29.495
Звенигово,2748,13750,full,fullDay,between1And3,,21.482
unknown,1658415,22000,full,fullDay,between1And3,,5.219 5.126 5.224 5.177 17.623 17.242
unknown,2507171,50000,full,fullDay,noExperience,,29.556 29.588 29.495 26.419
Самара,1649794,30000,full,shift,between1And3,,22.491 22.175 17.24
unknown,2564931,45000,full,fullDay,noExperience,,29.514
unknown,2564931,45000,full,fullDay,noExperience,,29.514
unknown,2564931,45000,full,fullDay,noExperience,,29.514
