city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
Москва,781844,70000,full,fullDay,between1And3,,23.539 23.29 23.477 23.182 23.12 23.362
Казань,2632423,22000,full,fullDay,between1And3,,27.497 22.248
агрогородок Гатово,3798096,800,full,fullDay,noExperience,,29.545 21.564
Сасово,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Аксай,1025275,24000,full,fullDay,noExperience,,17.242 17.358 17.183 17.487 17.52
Москва,2529309,25000,full,fullDay,between1And3,,29.583
Москва,2529309,25000,full,fullDay,between1And3,,29.556 29.588 29.56 29.514 20.287 20.49
Москва,2529309,25000,full,fullDay,between1And3,,29.515
Москва,2529309,50000,full,fullDay,between3And6,,20.445 20.525 20.387
unknown,3322489,35000,full,flyInFlyOut,noExperience,,29.588
Москва,4101885,30000,full,fullDay,between1And3,,21.12 21.17 21.481 21.136
Москва,2529309,18000,full,fullDay,between1And3,,20.445
Домодедово,816144,45000,part,shift,noExperience,,17.256 17.231 4.52 15.389
Грозный,1689259,25000,full,fullDay,noExperience,,17.183
Москва,1689259,50000,full,fullDay,between1And3,,20.396 20.287 20.527 20.49
unknown,3322489,35000,full,flyInFlyOut,noExperience,,29.588
поселок Пенькозавод,829354,25000,full,fullDay,noExperience,,29.556
unknown,41920,55000,full,fullDay,between1And3,,22.193
unknown,3322489,35000,full,fullDay,noExperience,,29.588
Подольск,9616,34000,full,shift,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Пушкино,816144,38000,part,shift,noExperience,,17.256 17.231 4.52 15.389
Санкт-Петербург,188425,32580,full,shift,between1And3,,18.208 18.265 18.298 17.256 17.535
агрогородок Колодищи,1045322,900,full,fullDay,between1And3,,21.482 21.275 21.564 21.136
Москва,774488,50000,full,fullDay,between3And6,,20.189 20.526 20.287 20.83 20.387 20.325
Москва,2438926,55000,full,fullDay,noExperience,,7.565 7.503 29.583
unknown,3322489,35000,full,fullDay,noExperience,,29.588
Бронницы,816144,38000,part,shift,noExperience,,17.256 17.231 4.52 15.389
unknown,1109594,50000,full,fullDay,between1And3,,11.157 17.256 17.44
unknown,3322489,35000,full,flyInFlyOut,noExperience,,29.588
unknown,39563,35000,full,fullDay,between1And3,,4.255 4.264
Балашиха,4730871,50000,full,fullDay,noExperience,,21.482
unknown,3322489,35000,full,flyInFlyOut,noExperience,,29.588
unknown,819705,60000,full,fullDay,between1And3,,20.189 20.287 20.7 20.49 29.559 29.583
Москва,101329,29000,full,shift,noExperience,,17.256 17.183 17.535 17.52 15.389
Звенигород,816144,38000,part,shift,noExperience,,17.256 17.231 4.52 15.389
Саратов,1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Щёлково,9616,34000,full,shift,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Буй,1025275,20250,full,fullDay,between1And3,,17.111 17.256 17.242 17.149 17.358 17.487
Москва,17488,19800,full,shift,noExperience,,4.47 4.255 4.338 4.181 15.388 17.183
unknown,2476133,28600,full,fullDay,between1And3,,17.751 17.242 17.24
Санкт-Петербург,188425,32580,full,shift,between1And3,,18.208 18.265 18.298 17.256 17.535
unknown,2723826,70000,full,fullDay,moreThan6,,27.496 27.533
Москва,4730212,20000,full,shift,noExperience,,15.75
Голицыно,816144,38000,part,shift,noExperience,,17.256 17.231 4.52 15.389
unknown,3534725,800,full,shift,noExperience,,17.256 17.535 17.52
Электросталь,9616,34000,full,shift,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Курган,3875935,25000,full,fullDay,between1And3,,18.142
Красногорск,9616,34000,full,shift,noExperience,,17.256 17.183 17.535 17.52 2.102
Санкт-Петербург,188425,24180,full,shift,noExperience,,17.302 17.231 17.535 17.52 15.389
Москва,2536923,80000,full,fullDay,between3And6,,14.6 14.364 14.217
Калуга,3481375,50000,full,fullDay,between1And3,,29.581
посёлок Красная Поляна,829354,40000,full,fullDay,between3And6,,18.36
Ростов-на-Дону,3477269,45000,full,fullDay,between3And6,,23.476 23.29 23.311 23.266 23.314 23.362
unknown,49594,30000,full,fullDay,between1And3,,21.482 21.275
Нижний Новгород,2769442,14000,full,shift,noExperience,,8.202
Воронеж,2679952,30000,full,fullDay,between1And3,,21.563 21.564
Москва,2529309,40000,full,fullDay,between1And3,,20.396 20.49 29.56 29.515 29.581
Москва,9616,34000,full,shift,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
unknown,2632423,22000,full,shift,between1And3,,29.588 29.516
посёлок ЛМС,816144,38000,part,shift,noExperience,,17.256 17.231 4.52 15.389
Воронеж,2198929,40000,full,fullDay,moreThan6,,20.287 20.528
unknown,38187,110000,full,fullDay,between3And6,,20.287 20.484
Саратов,4934,40000,full,fullDay,noExperience,,1.172 1.211 15.388 17.149 4.181 4.278
Воронеж,2679952,30000,full,fullDay,between1And3,,29.51 18.153
Уфа,849580,30000,full,fullDay,noExperience,,17.443 17.256 17.242 17.183 17.52 15.389
Жлобин,766626,600,full,fullDay,noExperience,,3.236 3.166
Калининград,3245184,35000,full,fullDay,between3And6,,21.275 21.563 21.564
Королёв,9616,34000,full,shift,noExperience,,17.256 17.183 17.535 17.52 2.102
,2244291,50000,full,shift,between1And3,,18.81 1.82 29.553
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,3427831,33000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 15.237 18.174 18.208
unknown,1336263,45000,full,fullDay,between1And3,,4.255 13.433
Москва,1817834,40000,full,fullDay,noExperience,,29.556 29.495 21.564
городской округ Железногорск,3849350,25000,full,fullDay,between1And3,,1.27 1.273 1.89
Москва,383117,60000,full,shift,between3And6,,24.379 4.255 13.433
Санкт-Петербург,2451337,45000,full,fullDay,between1And3,,18.142 18.373 18.118
unknown,1550505,40000,full,fullDay,between3And6,,21.158 21.17 21.481 21.53 21.69 21.136
Минск,1590614,450,full,fullDay,noExperience,,20.287 20.49 15.288
Подольск,964881,50000,full,fullDay,between1And3,,2.425 5.426
unknown,233323,550,full,fullDay,noExperience,,17.52
Москва,7865,35000,full,shift,between1And3,,17.418 18.118 18.265
Москва,1870034,80000,full,fullDay,between3And6,,1.295
Курск,3967659,25000,full,fullDay,noExperience,,17.112 17.538
unknown,2476133,25900,full,fullDay,between1And3,,17.751 17.256 17.324 17.231 17.535
unknown,1124351,41000,full,shift,between1And3,,26.412 21.563 21.74 18.73
unknown,1124351,41000,full,shift,between1And3,,26.412 21.563 21.74 18.73
Екатеринбург,1159470,80000,full,fullDay,between1And3,,17.334
,39195,40000,full,shift,between1And3,,18.208 18.33
Казань,7350,60000,full,fullDay,between1And3,,7.267 7.503 25.381 29.51 29.552
Воронеж,3443,47000,full,fullDay,between1And3,,2.43
поселок городского типа Синявино,657911,30000,probation,fullDay,noExperience,,15.237
unknown,2476133,23800,full,fullDay,between1And3,,17.751 17.242 17.24
деревня Сосенки,1235466,40000,full,fullDay,between1And3,,17.15 17.196 17.149 17.538 3.114 3.148
,58559,35000,full,fullDay,between1And3,,21.176 21.275 21.564 17.256 17.44
unknown,66212,40000,full,shift,noExperience,,17.443
Шахты,1103383,20000,full,shift,noExperience,,5.224 3.148 2.344
станица Новотитаровская,3187687,30000,full,fullDay,between3And6,,29.51 29.162 29.552 18.29
unknown,3821538,40000,full,fullDay,between3And6,,2.261 5.262
Алматы,2151669,80000,full,fullDay,between1And3,,13.22 13.578
Москва,2469844,40000,full,fullDay,between1And3,,17.149
рабочий посёлок Новоивановское,2228,80000,full,flexible,between1And3,,17.443 17.256 17.306 17.149 17.52 11.62
Алматы,2151669,80000,full,fullDay,between1And3,,13.22 13.578
Нижний Новгород,1603851,40000,full,fullDay,between3And6,,1.4 3.8
Санкт-Петербург,1485516,80000,full,fullDay,between1And3,,9.289 9.321 9.226 6.309 6.247 20.325
,114054,36800,project,fullDay,between1And3,,29.495 29.545 21.563 21.564
поселок городского типа Синявино,657911,30000,probation,fullDay,noExperience,,15.237
unknown,4192060,59400,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564
unknown,124,27000,full,shift,between1And3,,18.208 29.545 21.564
unknown,2429854,40000,full,shift,between1And3,,29.545
поселок городского типа Синявино,657911,30000,probation,fullDay,noExperience,,15.237
Йошкар-Ола,118430,38000,full,fullDay,between3And6,,20.287
unknown,1042967,550,full,fullDay,noExperience,,20.396 20.287 20.49
г Королев,1942336,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
Санкт-Петербург,3826158,60000,full,fullDay,between1And3,,20.287 20.325
г Санкт-Петербург,1942336,29000,full,shift,between1And3,,22.175 17.256 17.231 17.535 18.297
г Екатеринбург,1942336,24000,full,fullDay,noExperience,,22.175 17.256 17.231 17.535 18.297
г Нижний Тагил,1942336,25100,full,fullDay,noExperience,,22.175 17.256 17.231 17.535 18.297
г Нижний Тагил,1942336,32300,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
Санкт-Петербург,3826158,50000,full,fullDay,between1And3,,26.449 26.439 20.233
г Санкт-Петербург,1942336,27000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Москва,1942336,35000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Дзержинск,1942336,23000,full,fullDay,noExperience,,22.175 17.256 17.231 17.535 18.297
г Нижний Новгород,1942336,27000,full,fullDay,noExperience,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,35000,full,shift,between1And3,,22.175 17.256 17.231 17.535 18.297
поселок городского типа Синявино,657911,30000,probation,fullDay,noExperience,,15.237
Санкт-Петербург,2814082,20000,full,fullDay,between1And3,,29.588 29.512 21.275
Москва,13,30000,full,fullDay,between1And3,,4.429
unknown,168386,47500,full,fullDay,noExperience,,17.66 17.242 17.196 17.149
Санкт-Петербург,120547,50000,full,fullDay,between1And3,,17.256 17.535 17.52
unknown,1042967,600,full,fullDay,between3And6,,14.6
unknown,245594,22000,full,fullDay,noExperience,,18.299 18.85 18.265 29.51 29.162 29.552
Минск,835716,850,full,fullDay,between1And3,,2.43 2.469 17.302 17.256
Пермь,4934,43000,full,fullDay,noExperience,,1.172 1.295 17.269 3.148 12.5 15.389
unknown,806376,700,full,shift,noExperience,,1.172 1.211 1.295 1.89
unknown,1042967,600,full,fullDay,between3And6,,14.34 14.217
Санкт-Петербург,2765,44000,full,fullDay,noExperience,,29.51 29.517 29.549 29.552 29.553 18.16
Москва,2691786,20000,full,shift,noExperience,,4.332 4.255 4.181 4.278 4.264
Минск,4128596,900,full,shift,noExperience,,15.389 15.391
Санкт-Петербург,4633,30000,full,fullDay,noExperience,,1.172 1.273
,920277,40000,full,fullDay,between3And6,,2.43
Москва,1025275,41000,full,fullDay,noExperience,,17.269 17.111 17.256 17.358 17.487 17.52
unknown,1042967,600,full,fullDay,between1And3,,14.6 14.364 14.217
Тверь,490,25000,full,fullDay,noExperience,,19.18 19.17 5.51 15.388
unknown,2476133,33900,full,fullDay,between1And3,,17.751 17.242 17.24
unknown,66212,40000,full,shift,noExperience,,17.443 17.242 17.183 17.52 11.173 11.62
unknown,3958296,40000,full,fullDay,between1And3,,20.445
Гомель,3202055,500,full,fullDay,between1And3,,7.14 4.494
Ростов-на-Дону,1071757,25000,full,fullDay,between1And3,,2.43 2.469 2.102 5.192 5.103 5.42
unknown,49357,20900,full,shift,noExperience,,26.412
Кострома,1054861,35000,full,fullDay,between3And6,,6.319 6.336 6.309 6.247 6.184
unknown,3881744,74000,full,flyInFlyOut,between1And3,,20.287
Краснодар,583970,25000,full,fullDay,noExperience,,22.193 15.313
Киров,4582388,35000,full,fullDay,between1And3,,29.514
unknown,151459,30000,full,shift,between1And3,,17.256 17.535 17.52
Дмитров,196621,26000,full,fullDay,noExperience,,17.302 17.256 17.183 17.231 17.535 29.495
,66212,50000,full,shift,noExperience,,17.443
Симферополь,566544,50000,full,shift,between1And3,,22.193
unknown,1042967,600,full,fullDay,between1And3,,14.364
Москва,2536923,80000,full,fullDay,between3And6,,14.91 14.141 14.217
посёлок Комарово,2078051,35000,full,fullDay,between1And3,,17.256 22.193 22.35 22.104 2.102
,4206915,50000,full,shift,noExperience,,24.624
unknown,203790,25000,full,shift,noExperience,,21.158 21.17 21.481 21.53 21.69 21.136
unknown,203790,25000,full,shift,noExperience,,21.158 21.17 21.481 21.53 21.69 21.136
unknown,203790,25000,full,shift,noExperience,,21.158 21.17 21.481 21.53 21.69 21.136
Ярославль,2742952,25000,full,fullDay,noExperience,,6.319
,8100,56200,full,fullDay,noExperience,,29.556 29.495 29.512 29.545 29.517
unknown,1087973,90000,full,fullDay,noExperience,,5.126 5.177 7.222 16.194 16.38 20.2
unknown,1042967,500,part,fullDay,between1And3,,14.6 14.364 14.217
,2270589,50000,full,fullDay,between3And6,,29.517
Екатеринбург,33093,24000,full,shift,noExperience,,17.256 17.231 17.535 17.52 15.389
Санкт-Петербург,4934,45000,full,fullDay,noExperience,,17.269 17.256 17.358 17.535 17.52 15.389
unknown,1087973,80000,full,fullDay,noExperience,,26.412 26.415 13.227 20.2 17.149 3.23
unknown,2772704,25000,full,shift,noExperience,,22.193 22.757
unknown,2139274,30000,full,fullDay,noExperience,,15.96
Санкт-Петербург,1111042,45000,full,shift,noExperience,,4.127 4.52 15.313
Сибай,787157,25000,full,shift,noExperience,,17.256 17.535 17.52
Минск,753017,1000,full,shift,noExperience,,29.495
unknown,138557,60000,full,fullDay,between1And3,,21.482 21.506
Набережные Челны,97088,40000,full,fullDay,between1And3,,17.242 17.196
Воскресенск,196621,25500,full,fullDay,noExperience,,17.302 17.256 17.183 17.231 17.535 17.52
unknown,1042967,500,full,fullDay,between1And3,,14.364
Новосибирск,4697797,30000,full,fullDay,between1And3,,20.396 20.49 29.56 29.515 29.581
Тверь,66212,40000,full,shift,noExperience,,17.443 17.242 17.183 17.52 11.173 11.62
unknown,1087973,85000,full,fullDay,noExperience,,17.242 20.2 20.7 20.186 15.389
Сургут,53417,16000,part,fullDay,noExperience,,17.302 17.256 17.183 17.535 17.44 17.52
unknown,245594,23000,full,fullDay,noExperience,,18.299 18.208 18.85 18.265
Люберцы,1769497,47000,full,fullDay,between1And3,,23.479 23.362
Минск,1738454,350,part,fullDay,noExperience,,29.495
unknown,2433226,35000,full,fullDay,noExperience,,29.541 4.494 27.497 9.312 15.313
unknown,2433226,35000,full,fullDay,noExperience,,29.541 4.494 27.497 9.312 15.313
unknown,2433226,35000,full,fullDay,noExperience,,29.541 4.494 27.497 9.312 15.313
unknown,668078,80000,full,fullDay,between3And6,,20.287
Москва,127256,140000,full,fullDay,between3And6,,19.108 19.18 17.334 17.324 22.223 5.224
Московская область - Юг,863602,45000,full,fullDay,moreThan6,,2.43 2.335 2.463 2.337 2.469 5.42
unknown,8100,38600,full,shift,noExperience,,29.545 21.563
unknown,4704695,30000,full,fullDay,between1And3,,17.242
unknown,682599,15000,part,remote,noExperience,,1.4 1.225 1.89
Белорецк,787157,25000,full,shift,noExperience,,17.256 17.535 17.52
,114054,36800,project,fullDay,between1And3,,29.517 29.553
Саратов,53417,30000,full,flexible,noExperience,,17.302 17.256 17.183 17.535 17.44 17.52
unknown,1124351,30000,full,fullDay,between1And3,,22.491 22.204
unknown,1124351,30000,full,fullDay,between1And3,,22.491 22.204
unknown,1124351,30000,full,fullDay,between1And3,,22.491 22.204
Москва,3838,40000,full,fullDay,noExperience,,2.337 2.737 2.179 2.344 2.425 15.346
Санкт-Петербург,669587,40000,full,fullDay,between1And3,,6.319
посёлок Шушары,4232497,40000,full,fullDay,between3And6,,4.429 4.47 4.181
unknown,1443186,20000,project,fullDay,between1And3,,16.194 16.38
unknown,1748441,100000,full,fullDay,between1And3,,18.19 18.297 10.191
Бронницы,196621,26500,full,shift,noExperience,,17.256 17.183 17.535 17.52
unknown,2746,25000,full,fullDay,between1And3,,17.256 17.324 17.535
Санкт-Петербург,4934,45000,full,fullDay,noExperience,,12.92 1.27 1.225 1.277 1.295 17.358
unknown,769373,640,full,fullDay,noExperience,,17.256 17.52
unknown,22259,60000,full,fullDay,noExperience,,17.256 17.52
unknown,2476133,26300,full,fullDay,between1And3,,17.751 17.242 17.24
Москва,615598,50000,full,fullDay,between1And3,,22.223 22.531 22.199
Кропоткин,1942330,20500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,2765,45000,full,fullDay,noExperience,,29.545
Минск,1042967,800,full,fullDay,between1And3,,14.217 24.378
Домодедово,8100,42600,full,fullDay,noExperience,,17.196 2.469
городской округ Подольск,7350,40000,full,shift,between1And3,,7.267 7.733 4.429 4.255 4.278
Тверь,807479,20000,full,shift,between1And3,,17.256 17.535 17.52
Сургут,72995,40000,full,shift,noExperience,,17.256 17.535 17.52
Санкт-Петербург,1967523,30000,full,fullDay,between1And3,,17.333
Киров,3838,31550,full,fullDay,between1And3,,4.332 4.47 4.278 4.264 21.176 21.136
Дмитров,1942330,24000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,64551,80000,full,fullDay,noExperience,,29.581 20.49
unknown,1604297,29000,full,shift,noExperience,,17.59 17.256 29.541
unknown,2765,45000,full,fullDay,noExperience,,29.545
Самара,3271481,35000,full,fullDay,between1And3,,22.193
unknown,100642,35000,full,shift,noExperience,,22.11 22.223 22.53 22.39 15.389 17.183
Новосибирск,787157,30000,full,fullDay,noExperience,,18.143 29.513 29.517
Воронеж,816,35000,full,fullDay,between1And3,,2.43 2.469
Самара,3271481,25000,full,fullDay,between1And3,,22.193
unknown,11481,90000,full,fullDay,between3And6,,3.8 3.9
unknown,4934,22000,full,fullDay,noExperience,,17.256 17.535 17.52
unknown,245594,17000,full,fullDay,noExperience,,29.556 29.588 29.495
unknown,1604297,25000,full,shift,noExperience,,17.59 17.256
Воронеж,1651410,25000,full,fullDay,between1And3,,17.196 17.149 17.183 17.152
unknown,1942338,18000,full,fullDay,between1And3,,17.256 8.202
unknown,2773256,90000,full,flyInFlyOut,between3And6,,7.235 7.267 7.503
unknown,2773256,90000,full,flyInFlyOut,between3And6,,7.235 7.267 7.503
unknown,4934,26000,full,fullDay,noExperience,,1.172 1.225 1.295 17.302 17.242 17.149
unknown,2825009,90000,full,fullDay,between3And6,,20.287 20.83 18.36
unknown,49357,22000,full,shift,noExperience,,17.256 17.231 17.535 17.24 17.52 15.389
Москва,13447,50000,full,fullDay,between1And3,,17.302 17.231 17.535
Уфа,3224311,18000,part,shift,noExperience,,22.175 22.193 15.313
Нижний Новгород,3279881,25000,full,fullDay,between1And3,,2.43 2.463 2.261
unknown,32724,50000,full,shift,between1And3,,21.17 21.482 21.275 21.564
Воронеж,569,20000,full,fullDay,between1And3,,7.222 4.255 4.181 4.264 17.242 17.535
unknown,2476133,22400,full,fullDay,between1And3,,17.751 17.231 17.52
unknown,2765,45000,full,fullDay,noExperience,,29.545
Краснодар,2404999,20000,full,fullDay,between1And3,,4.255
,3852,50000,full,shift,between1And3,,20.396 20.528 20.83 29.557 18.81
unknown,3852,50000,full,shift,between3And6,,29.56 29.515 18.81 18.36 18.361 20.83
Балашиха,2624,36000,full,shift,between1And3,,7.235 7.566 7.503
Санкт-Петербург,29413,44000,full,fullDay,between1And3,,21.158 21.17 21.481 21.53 21.69 21.136
Ставрополь,873627,22000,full,fullDay,between1And3,,2.43 2.469
unknown,3322489,30000,full,shift,noExperience,,17.256 17.183 17.535
unknown,4309,40000,full,fullDay,between1And3,,19.43 19.18 19.357
Москва,3132650,40000,full,fullDay,between3And6,,18.129
unknown,3322489,20000,full,shift,noExperience,,17.256 17.183 17.231 17.535 17.52
unknown,3322489,30000,full,flexible,between1And3,,29.495 29.545 21.275 21.564 21.136
Москва,6031,100000,full,fullDay,moreThan6,,23.477 23.478 23.352 23.311 23.12 23.362
Нижний Новгород,102441,40000,full,shift,between1And3,,1.172 1.211 1.295 1.89
Самара,3271481,25000,full,fullDay,noExperience,,29.541
unknown,56171,26000,full,shift,noExperience,,18.208
деревня Дубровки,868027,70000,full,fullDay,between3And6,,21.17 21.136
Москва,1561193,55000,full,fullDay,between1And3,,23.72
,21902,35000,full,fullDay,between1And3,,29.588 18.212
unknown,56171,40000,full,shift,between1And3,,21.136
Чехов,3255454,45000,full,shift,between1And3,,22.491 22.204
Воронеж,546422,35000,full,fullDay,between1And3,,18.142
Самара,1091076,26500,full,shift,between1And3,,18.208 17.256
Бронницы,196621,30000,full,fullDay,between1And3,,17.302 17.256 17.324 17.535 17.52
Краснодар,206140,35000,full,fullDay,between1And3,,17.572 17.334 17.623 17.417 17.196 17.149
Геленджик,533,40000,full,fullDay,noExperience,,17.269 17.242 17.149 17.358 17.183 17.52
unknown,1640118,80000,full,flyInFlyOut,between3And6,,29.511
Москва,709556,25000,full,shift,noExperience,,22.193
,206140,40000,full,fullDay,between1And3,,17.572 17.15 26.574 26.407
Новосибирск,737244,30000,full,fullDay,between1And3,,21.17 17.242 17.538
,206140,33000,full,fullDay,between1And3,,17.572 4.429 20.573 20.287
unknown,3211304,140000,full,fullDay,noExperience,,17.302 17.256 17.242 17.149 17.183 17.52
unknown,1640118,80000,full,flyInFlyOut,between3And6,,29.511
Санкт-Петербург,163051,43500,full,fullDay,between1And3,,2.102 17.183 17.52
unknown,953986,33000,full,fullDay,noExperience,,29.556 29.495 29.545
unknown,2476133,17000,full,flexible,noExperience,,17.751 17.242 17.24
,206140,32000,full,fullDay,between1And3,,1.225 1.359 12.5 17.358 17.487 17.538
,206140,60000,full,fullDay,between3And6,,17.397 17.417 17.196 17.324 17.152 9.226
,206140,34000,full,fullDay,between1And3,,21.275 21.563
Санкт-Петербург,2822023,30000,full,shift,between1And3,,22.204 29.541
,206140,28000,full,fullDay,between1And3,,29.545 21.563 21.564
unknown,4192060,59400,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564
Бронницы,196621,26000,full,fullDay,noExperience,,17.302 17.256 17.183 17.231 17.535 29.495
unknown,3322489,35000,full,fullDay,between1And3,,29.545 29.517 21.563 21.564
unknown,3322489,35000,full,fullDay,between1And3,,29.545 29.517 21.563 21.564
Сочи,206140,30000,full,fullDay,between1And3,,17.397 17.256 17.242 17.44 17.52
unknown,1129421,900,full,fullDay,between1And3,,29.545 21.563
unknown,953986,57027,full,fullDay,between3And6,,18.81 18.245 18.36 18.568
Сочи,206140,35000,full,fullDay,between1And3,,17.417 17.242 17.149 17.44 17.538 2.469
Витебск,2113951,500,full,shift,noExperience,,7.503
Самара,45916,40000,full,fullDay,noExperience,,20.527 20.528 17.486
,1464865,50000,full,flexible,between1And3,,24.493
Петрозаводск,4519498,30000,full,shift,noExperience,,16.76
Кострома,3410665,30000,full,fullDay,between1And3,,2.43
,44495,28000,full,shift,noExperience,,17.242 17.183 17.535 17.44 17.52 15.391
,1488635,32000,full,fullDay,between3And6,,22.353
Москва,1942330,43000,full,fullDay,between1And3,,17.256 17.231 17.535
Будённовск,533,33000,full,fullDay,noExperience,,17.256 14.178 4.181 15.389
unknown,955894,35000,full,shift,between1And3,,22.491 22.204
unknown,2699457,100000,full,fullDay,between3And6,,20.287 20.83
unknown,2547992,20000,part,flexible,between1And3,,4.205 4.429 6.254 6.319 6.309 6.247
Москва,59,40000,full,shift,noExperience,,22.175 22.504 4.255 4.181 4.264 7.392
Москва,547261,30000,full,fullDay,between1And3,,4.429 4.47 4.264 23.182 23.214 23.362
Москва,59,40000,full,shift,noExperience,,22.175 22.504 4.255 4.181 4.264 7.392
unknown,2476133,45000,full,fullDay,between3And6,,29.588 29.581 29.552 20.49
Геленджик,533,45000,full,fullDay,noExperience,,5.126 5.224 5.177 5.371 15.389 15.346
Краснодар,1685162,38000,full,fullDay,between1And3,,18.752
,1488635,32000,full,shift,between1And3,,22.491 22.204 22.35 22.104
unknown,3928254,65000,full,fullDay,noExperience,,21.763 21.176 21.482 21.756 21.136 4.52
поселок дома отдыха Авангард,1232771,30000,full,shift,noExperience,,24.753 24.378 22.757 22.199
unknown,3605889,15000,full,fullDay,noExperience,,14.217
unknown,4192060,54450,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564
Геленджик,533,45000,full,fullDay,noExperience,,2.179 15.346 15.73
,1464865,40000,full,shift,between1And3,,13.155 24.377
Тверь,2407421,30000,full,shift,between1And3,,22.491
Будённовск,533,40000,full,fullDay,noExperience,,5.126 5.224 5.177 5.371 15.389 15.346
село Растуново,593095,60000,full,fullDay,between1And3,,17.443 17.149
unknown,93086,35000,full,fullDay,between1And3,,17.256 17.535 17.52
unknown,40938,18500,full,shift,noExperience,,8.77
unknown,1942336,32000,full,fullDay,between1And3,,17.256 17.535
Геленджик,533,45000,full,fullDay,noExperience,,5.126 5.371 2.179 15.346 15.73
Миллерово,1317442,35000,full,fullDay,between1And3,,13.49 18.265
Гомель,820692,500,full,fullDay,between1And3,,21.482
unknown,2507171,35000,full,shift,noExperience,,13.22 6.319 17.58 18.118
,44495,30000,full,shift,noExperience,,17.256 17.44 17.52 12.18 15.389
Обнинск,1689259,40000,full,shift,between1And3,,18.208
Москва,1689259,75000,full,fullDay,moreThan6,,7.267 7.503
Москва,1689259,30000,full,shift,between1And3,,22.329
Москва,1689259,75000,full,fullDay,moreThan6,,2.249 2.425
Москва,1689259,60000,full,fullDay,moreThan6,,20.287 20.49
Тула,1689259,50000,full,shift,between1And3,,21.482
село Кирилловка,1689259,25000,full,fullDay,between3And6,,20.287
село Кирилловка,1689259,25000,full,fullDay,between3And6,,20.287
Москва,1689259,45000,full,fullDay,between1And3,,21.17 21.482 21.506
село Кирилловка,1689259,30000,full,flyInFlyOut,between3And6,,20.287
село Кирилловка,1689259,30000,full,flyInFlyOut,between3And6,,20.287
Санкт-Петербург,1689259,35000,full,fullDay,between1And3,,22.491 22.193 27.5
Москва,1689259,70000,full,shift,between1And3,,22.353
